Suburb,Address,Rooms,Type,Method,SellerG,Date,Distance,Postcode,Car,CouncilArea,Regionname,Propertycount
Yarraville,17 Adeney St,3,h,S,Village,15/07/2017,6.3,3013.0,2.0,Maribyrnong City Council,Western Metropolitan,6543.0
Yarraville,72 Bishop St,3,h,S,Jas,15/07/2017,6.3,3013.0,6.0,Maribyrnong City Council,Western Metropolitan,6543.0
Yarraville,86 Francis St,3,h,SP,Jas,15/07/2017,6.3,3013.0,1.0,Maribyrnong City Council,Western Metropolitan,6543.0
Yarraville,12 Montague St,3,h,S,Jas,15/07/2017,6.3,3013.0,2.0,Maribyrnong City Council,Western Metropolitan,6543.0
Yarraville,220 Roberts St,3,h,S,Jas,15/07/2017,6.3,3013.0,2.0,Maribyrnong City Council,Western Metropolitan,6543.0
Abbotsford,101 Charles St,2,h,S,Purplebricks,22/07/2017,3.0,3067.0,0.0,Yarra City Council,Northern Metropolitan,4019.0
Abbotsford,133 Yarra St,2,h,S,Biggin,22/07/2017,3.0,3067.0,1.0,Yarra City Council,Northern Metropolitan,4019.0
Aberfeldie,45 Afton St,3,h,SP,McDonald,22/07/2017,7.5,3040.0,6.0,Moonee Valley City Council,Western Metropolitan,1543.0
Aberfeldie,45A Afton St,3,h,PN,McDonald,22/07/2017,7.5,3040.0,2.0,Moonee Valley City Council,Western Metropolitan,1543.0
Aberfeldie,5 Aroona Ct,3,h,SP,Raine,22/07/2017,7.5,3040.0,2.0,Moonee Valley City Council,Western Metropolitan,1543.0
Aberfeldie,4/37 St Kinnord St,1,u,VB,Nelson,22/07/2017,7.5,3040.0,1.0,Moonee Valley City Council,Western Metropolitan,1543.0
Aberfeldie,6/39 St Kinnord St,1,u,S,Brad,22/07/2017,7.5,3040.0,1.0,Moonee Valley City Council,Western Metropolitan,1543.0
Aberfeldie,18 Valencia St,5,h,S,Rendina,22/07/2017,7.5,3040.0,2.0,Moonee Valley City Council,Western Metropolitan,1543.0
Airport West,11 Bedford St,3,h,SN,Sweeney,22/07/2017,10.4,3042.0,1.0,Moonee Valley City Council,Western Metropolitan,3464.0
Airport West,6/6 Etzel St,2,u,S,Nelson,22/07/2017,10.4,3042.0,1.0,Moonee Valley City Council,Western Metropolitan,3464.0
Airport West,3/81 McIntosh St,3,u,S,Nelson,22/07/2017,10.4,3042.0,2.0,Moonee Valley City Council,Western Metropolitan,3464.0
Altona,16 Cain Ct,3,h,SP,Barlow,22/07/2017,11.0,3018.0,2.0,Hobsons Bay City Council,Western Metropolitan,5301.0
Altona,1/26 Maidstone St,4,t,SP,hockingstuart,22/07/2017,11.0,3018.0,2.0,Hobsons Bay City Council,Western Metropolitan,5301.0
Altona,72 McIntyre Dr,3,h,SP,hockingstuart,22/07/2017,11.0,3018.0,3.0,Hobsons Bay City Council,Western Metropolitan,5301.0
Altona,174 Queen St,3,h,SP,RT,22/07/2017,11.0,3018.0,6.0,Hobsons Bay City Council,Western Metropolitan,5301.0
Altona,64 Queen St,4,h,S,Greg,22/07/2017,11.0,3018.0,4.0,Hobsons Bay City Council,Western Metropolitan,5301.0
Altona,6 Rose St,3,h,SP,Barlow,22/07/2017,11.0,3018.0,1.0,Hobsons Bay City Council,Western Metropolitan,5301.0
Altona Meadows,52 Shirley St,3,h,S,hockingstuart,22/07/2017,15.5,3028.0,2.0,Hobsons Bay City Council,Western Metropolitan,7630.0
Altona North,12 Chambers Rd,3,h,SP,RT,22/07/2017,9.4,3025.0,2.0,Hobsons Bay City Council,Western Metropolitan,5132.0
Altona North,131 Chambers Rd,3,h,S,Greg,22/07/2017,9.4,3025.0,1.0,Hobsons Bay City Council,Western Metropolitan,5132.0
Altona North,313 Millers Rd,4,h,S,Sweeney,22/07/2017,9.4,3025.0,5.0,Hobsons Bay City Council,Western Metropolitan,5132.0
Altona North,2/16 Stapley Cr,2,h,S,Sweeney,22/07/2017,9.4,3025.0,1.0,Hobsons Bay City Council,Western Metropolitan,5132.0
Ardeer,48 McLaughlin St,3,h,S,Barry,22/07/2017,12.8,3022.0,1.0,Brimbank City Council,Western Metropolitan,1281.0
Armadale,2/579 Dandenong Rd,2,u,SP,hockingstuart,22/07/2017,6.3,3143.0,1.0,Stonnington City Council,Southern Metropolitan,4836.0
Armadale,16/74 Denbigh Rd,2,u,S,hockingstuart,22/07/2017,6.3,3143.0,2.0,Stonnington City Council,Southern Metropolitan,4836.0
Ascot Vale,2/41 Sandown Rd,3,t,S,Alexkarbon,22/07/2017,4.3,3032.0,2.0,Moonee Valley City Council,Western Metropolitan,6567.0
Ascot Vale,67 The Parade,2,h,S,Alexkarbon,22/07/2017,4.3,3032.0,1.0,Moonee Valley City Council,Western Metropolitan,6567.0
Ascot Vale,85 The Parade,3,h,S,Brad,22/07/2017,4.3,3032.0,2.0,Moonee Valley City Council,Western Metropolitan,6567.0
Ashburton,13 Baird St,3,h,SA,Buxton,22/07/2017,10.2,3147.0,1.0,Boroondara City Council,Southern Metropolitan,3052.0
Ashwood,5 Kiewa St,4,h,S,Fletchers,22/07/2017,10.2,3147.0,1.0,Monash City Council,Southern Metropolitan,2894.0
Ashwood,47B Vannam Dr,3,t,S,Buxton,22/07/2017,10.2,3147.0,2.0,Monash City Council,Southern Metropolitan,2894.0
Aspendale,14 Ebb St,3,h,VB,hockingstuart,22/07/2017,21.5,3195.0,2.0,Kingston City Council,South-Eastern Metropolitan,2824.0
Aspendale,8A Lawrence Av,2,t,S,Hodges,22/07/2017,21.5,3195.0,2.0,Kingston City Council,South-Eastern Metropolitan,2824.0
Aspendale Gardens,12 Pacific Dr,4,h,VB,Barry,22/07/2017,21.5,3195.0,2.0,Kingston City Council,South-Eastern Metropolitan,2243.0
Avondale Heights,26 Clarendon St,4,h,PI,Nelson,22/07/2017,9.5,3034.0,1.0,Moonee Valley City Council,Western Metropolitan,4502.0
Avondale Heights,49 Ridge Dr,3,h,PI,Barry,22/07/2017,9.5,3034.0,2.0,Moonee Valley City Council,Western Metropolitan,4502.0
Avondale Heights,55 Ridge Dr,5,h,VB,Barry,22/07/2017,9.5,3034.0,3.0,Moonee Valley City Council,Western Metropolitan,4502.0
Balaclava,1/40 Sycamore Gr,1,u,SP,Biggin,22/07/2017,6.4,3183.0,1.0,Port Phillip City Council,Southern Metropolitan,2952.0
Balwyn,7 Austin St,4,h,SP,Noel,22/07/2017,7.9,3103.0,2.0,Boroondara City Council,Southern Metropolitan,5682.0
Balwyn,9/3 Boston Rd,2,u,S,Langwell,22/07/2017,7.9,3103.0,1.0,Boroondara City Council,Southern Metropolitan,5682.0
Balwyn,5 Tedstone Cr,5,h,VB,Fletchers,22/07/2017,7.9,3103.0,2.0,Boroondara City Council,Southern Metropolitan,5682.0
Balwyn North,7 Adeney St,5,h,VB,hockingstuart,22/07/2017,9.7,3104.0,2.0,Boroondara City Council,Southern Metropolitan,7809.0
Balwyn North,1120 Burke Rd,3,h,S,Noel,22/07/2017,9.7,3104.0,2.0,Boroondara City Council,Southern Metropolitan,7809.0
Balwyn North,4 Carrington St,4,h,S,Jellis,22/07/2017,9.7,3104.0,2.0,Boroondara City Council,Southern Metropolitan,7809.0
Balwyn North,67 Winfield Rd,4,h,SA,Fletchers,22/07/2017,9.7,3104.0,3.0,Boroondara City Council,Southern Metropolitan,7809.0
Bayswater,6 Larne Av,2,u,S,First,22/07/2017,23.2,3153.0,2.0,Knox City Council,Eastern Metropolitan,5030.0
Beaconsfield,12 Windsor Dr,4,h,SP,Harcourts,22/07/2017,39.0,3807.0,2.0,Cardinia Shire Council,Eastern Victoria,2332.0
Beaumaris,16A Coronet Gr,3,t,PI,McGrath,22/07/2017,17.3,3193.0,2.0,Bayside City Council,Southern Metropolitan,5366.0
Bellfield,9 Sullivan St,2,h,S,Miles,22/07/2017,8.8,3081.0,1.0,Banyule City Council,Eastern Metropolitan,790.0
Bentleigh,11 Buckingham Av,3,h,S,Woodards,22/07/2017,11.4,3204.0,3.0,Glen Eira City Council,Southern Metropolitan,6795.0
Bentleigh,34b Marquis Rd,4,t,VB,Buxton,22/07/2017,11.4,3204.0,2.0,Glen Eira City Council,Southern Metropolitan,6795.0
Bentleigh,22 Mortimore St,3,h,S,Buxton,22/07/2017,11.4,3204.0,2.0,Glen Eira City Council,Southern Metropolitan,6795.0
Bentleigh,2/21 Vickery St,2,u,PI,hockingstuart,22/07/2017,11.4,3204.0,1.0,Glen Eira City Council,Southern Metropolitan,6795.0
Bentleigh,12 Wood St,5,h,PI,hockingstuart,22/07/2017,11.4,3204.0,2.0,Glen Eira City Council,Southern Metropolitan,6795.0
Bentleigh East,1a Benina St,2,u,S,hockingstuart,22/07/2017,13.8,3165.0,1.0,Glen Eira City Council,Southern Metropolitan,10969.0
Berwick,2 Northgate Dr,4,h,VB,O'Brien,22/07/2017,35.2,3806.0,2.0,Casey City Council,Eastern Victoria,17093.0
Berwick,5 Russel Av,3,h,S,O'Brien,22/07/2017,35.2,3806.0,2.0,Casey City Council,Eastern Victoria,17093.0
Blackburn,1/21 Lithgow Av,2,u,SN,Noel,22/07/2017,13.4,3130.0,1.0,Whitehorse City Council,Eastern Metropolitan,5713.0
Blackburn,488 Middleborough Rd,3,h,PI,Jellis,22/07/2017,13.4,3130.0,4.0,Whitehorse City Council,Eastern Metropolitan,5713.0
Blackburn South,2A Stewart Av,3,h,S,Fletchers,22/07/2017,13.4,3130.0,1.0,Whitehorse City Council,Eastern Metropolitan,4387.0
Boronia,41 Southey Rd,3,h,SN,Barry,22/07/2017,25.0,3155.0,2.0,Knox City Council,Eastern Metropolitan,9704.0
Box Hill,8/1 Via Media,2,u,SN,Woodards,22/07/2017,10.9,3128.0,1.0,Whitehorse City Council,Eastern Metropolitan,4605.0
Braybrook,12/27 Marnoo St,3,t,S,Sweeney,22/07/2017,8.6,3019.0,1.0,Maribyrnong City Council,Western Metropolitan,3589.0
Brighton East,4/3 Gleniffer Av,2,u,S,Buxton,22/07/2017,10.3,3187.0,1.0,Bayside City Council,Southern Metropolitan,6938.0
Brighton East,10 Grant St,3,h,S,Hodges,22/07/2017,10.3,3187.0,1.0,Bayside City Council,Southern Metropolitan,6938.0
Brighton East,8 Robinson St,3,h,SN,Follett,22/07/2017,10.3,3187.0,2.0,Bayside City Council,Southern Metropolitan,6938.0
Broadmeadows,39 Blair St,1,h,VB,Stockdale,22/07/2017,14.0,3047.0,1.0,Hume City Council,Northern Metropolitan,4294.0
Broadmeadows,82 Cuthbert St,3,h,S,YPA,22/07/2017,14.0,3047.0,1.0,Hume City Council,Northern Metropolitan,4294.0
Broadmeadows,4 Holberry St,3,h,S,YPA,22/07/2017,14.0,3047.0,1.0,Hume City Council,Northern Metropolitan,4294.0
Brunswick,148 Donald St,3,h,S,Raine,22/07/2017,5.2,3056.0,1.0,Moreland City Council,Northern Metropolitan,11918.0
Brunswick,54 Dunstan Av,2,h,S,Jellis,22/07/2017,5.2,3056.0,0.0,Moreland City Council,Northern Metropolitan,11918.0
Brunswick,9 First Av,3,h,S,Jellis,22/07/2017,5.2,3056.0,1.0,Moreland City Council,Northern Metropolitan,11918.0
Brunswick,24 Mitchell St,4,h,S,Nelson,22/07/2017,5.2,3056.0,6.0,Moreland City Council,Northern Metropolitan,11918.0
Brunswick East,408/1 Brunswick Rd,1,u,SP,Ray,22/07/2017,4.0,3057.0,1.0,Moreland City Council,Northern Metropolitan,5533.0
Brunswick East,315/408 Lygon St,1,u,VB,Jellis,22/07/2017,4.0,3057.0,2.0,Moreland City Council,Northern Metropolitan,5533.0
Brunswick West,1/78 Melville Rd,2,t,SA,Nelson,22/07/2017,5.2,3055.0,2.0,Moreland City Council,Northern Metropolitan,7082.0
Bundoora,22 Alma Rd,4,h,SP,Ray,22/07/2017,12.1,3083.0,1.0,Banyule City Council,Northern Metropolitan,10175.0
Bundoora,43 Cheadle Cr,5,h,S,Ray,22/07/2017,12.1,3083.0,2.0,Banyule City Council,Northern Metropolitan,10175.0
Bundoora,398 Grimshaw St,3,h,S,Barry,22/07/2017,12.1,3083.0,3.0,Banyule City Council,Northern Metropolitan,10175.0
Burwood East,35 Lenna St,3,h,SN,hockingstuart,22/07/2017,14.7,3151.0,2.0,Whitehorse City Council,Eastern Metropolitan,4048.0
Cairnlea,17 Blackwood Ct,4,h,PI,Ray,22/07/2017,14.8,3023.0,2.0,Brimbank City Council,Western Metropolitan,2674.0
Camberwell,4 Lynden St,3,h,S,Ham,22/07/2017,7.7,3124.0,4.0,Boroondara City Council,Southern Metropolitan,8920.0
Camberwell,17 Through Rd,2,h,S,Rounds,22/07/2017,7.7,3124.0,2.0,Boroondara City Council,Southern Metropolitan,8920.0
Carlton,66 Palmerston St,3,h,S,Nelson,22/07/2017,1.6,3053.0,0.0,Melbourne City Council,Northern Metropolitan,6786.0
Carlton,1/249 Rathdowne St,2,u,SP,Woodards,22/07/2017,1.6,3053.0,1.0,Melbourne City Council,Northern Metropolitan,6786.0
Carlton North,51 Davis St,3,h,VB,Jellis,22/07/2017,3.5,3054.0,0.0,Melbourne City Council,Northern Metropolitan,3106.0
Carnegie,5/9 Cosy Gum Rd,2,u,S,Thomson,22/07/2017,10.1,3163.0,2.0,Glen Eira City Council,Southern Metropolitan,7822.0
Carnegie,1/242 Koornang Rd,2,u,PN,Gary,22/07/2017,10.1,3163.0,2.0,Glen Eira City Council,Southern Metropolitan,7822.0
Carnegie,3/1 Milton St,2,u,SP,hockingstuart,22/07/2017,10.1,3163.0,1.0,Glen Eira City Council,Southern Metropolitan,7822.0
Carnegie,7 Porter Rd,3,h,SN,Gary,22/07/2017,10.1,3163.0,2.0,Glen Eira City Council,Southern Metropolitan,7822.0
Carnegie,9 Vine Gr,2,h,S,Woodards,22/07/2017,10.1,3163.0,1.0,Glen Eira City Council,Southern Metropolitan,7822.0
Carnegie,2A Walden Gr,3,h,VB,Eview,22/07/2017,10.1,3163.0,2.0,Glen Eira City Council,Southern Metropolitan,7822.0
Carrum,15A Riversdale Av,3,h,S,Ray,22/07/2017,31.2,3197.0,1.0,Kingston City Council,South-Eastern Metropolitan,1989.0
Carrum,2/66 Whatley St,2,u,S,Eview,22/07/2017,31.2,3197.0,2.0,Kingston City Council,South-Eastern Metropolitan,1989.0
Caulfield North,6/374 Dandenong Rd,2,u,PI,Greg,22/07/2017,7.8,3161.0,1.0,Glen Eira City Council,Southern Metropolitan,6923.0
Chadstone,3/22 Stapley Cr,3,t,S,Buxton,22/07/2017,11.7,3148.0,3.0,Monash City Council,Southern Metropolitan,3582.0
Chelsea,1/15 Cross Rd,2,u,S,Eview,22/07/2017,27.0,3196.0,2.0,Kingston City Council,South-Eastern Metropolitan,3906.0
Cheltenham,10 Cronin Ct,4,h,S,HAR,22/07/2017,17.9,3192.0,1.0,Bayside City Council,Southern Metropolitan,9758.0
Cheltenham,30 Nancy St,3,h,PI,Barry,22/07/2017,17.9,3192.0,2.0,Bayside City Council,Southern Metropolitan,9758.0
Clifton Hill,11/165 Noone St,2,u,SA,Nelson,22/07/2017,3.6,3068.0,1.0,Yarra City Council,Northern Metropolitan,2954.0
Coburg,35 Belgrave St,3,h,S,Nelson,22/07/2017,6.7,3058.0,2.0,Darebin City Council,Northern Metropolitan,11204.0
Coburg,1B Crozier St,3,h,S,Peter,22/07/2017,6.7,3058.0,2.0,Darebin City Council,Northern Metropolitan,11204.0
Coburg,41 Mayfield St,4,h,SP,Peter,22/07/2017,6.7,3058.0,1.0,Darebin City Council,Northern Metropolitan,11204.0
Collingwood,92 Gold St,2,h,VB,Nelson,22/07/2017,2.0,3066.0,0.0,Yarra City Council,Northern Metropolitan,4553.0
Collingwood,53 Mater St,2,h,S,Nelson,22/07/2017,2.0,3066.0,0.0,Yarra City Council,Northern Metropolitan,4553.0
Craigieburn,55 Champion Pde,4,h,SN,Barry,22/07/2017,20.6,3064.0,2.0,Hume City Council,Northern Metropolitan,15510.0
Craigieburn,42 Excelsior Hts,6,h,S,YPA,22/07/2017,20.6,3064.0,2.0,Hume City Council,Northern Metropolitan,15510.0
Craigieburn,11 Heytesbury Cr,3,h,S,hockingstuart,22/07/2017,20.6,3064.0,2.0,Hume City Council,Northern Metropolitan,15510.0
Craigieburn,30 Medway Rd,4,h,SN,Barry,22/07/2017,20.6,3064.0,2.0,Hume City Council,Northern Metropolitan,15510.0
Craigieburn,22 Moresby Ct,3,h,SN,Barry,22/07/2017,20.6,3064.0,2.0,Hume City Council,Northern Metropolitan,15510.0
Craigieburn,60 Northumberland Cct,3,h,S,Stockdale,22/07/2017,20.6,3064.0,2.0,Hume City Council,Northern Metropolitan,15510.0
Craigieburn,24 Paddington St,3,h,S,Ray,22/07/2017,20.6,3064.0,2.0,Hume City Council,Northern Metropolitan,15510.0
Craigieburn,70 Penhall Dr,3,h,S,Ray,22/07/2017,20.6,3064.0,2.0,Hume City Council,Northern Metropolitan,15510.0
Craigieburn,36 Serenity Wy,4,h,S,Ray,22/07/2017,20.6,3064.0,2.0,Hume City Council,Northern Metropolitan,15510.0
Craigieburn,6 Virtue Wy,4,h,S,Ray,22/07/2017,20.6,3064.0,2.0,Hume City Council,Northern Metropolitan,15510.0
Craigieburn,34 Windrock Av,2,h,PI,Ray,22/07/2017,20.6,3064.0,1.0,Hume City Council,Northern Metropolitan,15510.0
Croydon,8 Railway Cr,3,h,S,McGrath,22/07/2017,23.0,3136.0,1.0,Maroondah City Council,Eastern Metropolitan,11925.0
Dallas,37 Benalla St,3,h,SN,Barry,22/07/2017,14.0,3047.0,1.0,Hume City Council,Northern Metropolitan,2246.0
Dandenong,1 Caroline St,3,h,S,Stockdale,22/07/2017,24.7,3175.0,1.0,Greater Dandenong City Council,South-Eastern Metropolitan,10894.0
Dandenong,43 Fifth Av,3,h,PI,Barry,22/07/2017,24.7,3175.0,1.0,Greater Dandenong City Council,South-Eastern Metropolitan,10894.0
Dandenong,1462 Heatherton Rd,3,h,S,Barry,22/07/2017,24.7,3175.0,10.0,Greater Dandenong City Council,South-Eastern Metropolitan,10894.0
Dandenong North,7 Belmont Av,3,h,S,Barry,22/07/2017,24.7,3175.0,2.0,Greater Dandenong City Council,South-Eastern Metropolitan,8322.0
Dandenong North,7 Buchan St,5,h,S,Barry,22/07/2017,24.7,3175.0,4.0,Greater Dandenong City Council,South-Eastern Metropolitan,8322.0
Deepdene,4/193 Whitehorse Rd,2,h,S,Nelson,22/07/2017,7.9,3103.0,2.0,Boroondara City Council,Southern Metropolitan,892.0
Deer Park,15 Abercairn Ct,3,h,S,hockingstuart,22/07/2017,14.8,3023.0,6.0,Brimbank City Council,Western Metropolitan,6388.0
Deer Park,38 Salmond St,4,h,SN,Barry,22/07/2017,14.8,3023.0,4.0,Brimbank City Council,Western Metropolitan,6388.0
Delahey,11 Barley Ct,4,h,S,YPA,22/07/2017,18.0,3037.0,2.0,Brimbank City Council,Western Metropolitan,2898.0
Delahey,29 Kingsley Pl,3,h,PI,Sweeney,22/07/2017,18.0,3037.0,2.0,Brimbank City Council,Western Metropolitan,2898.0
Doncaster,5 Alma Ct,5,h,S,Barry,22/07/2017,12.4,3108.0,2.0,Manningham City Council,Eastern Metropolitan,9028.0
Doncaster,2/763 Doncaster Rd,3,t,VB,RT,22/07/2017,12.4,3108.0,2.0,Manningham City Council,Eastern Metropolitan,9028.0
Doncaster East,18B Churchill St,3,t,S,Barry,22/07/2017,14.3,3109.0,2.0,Manningham City Council,Eastern Metropolitan,10999.0
Doncaster East,45 Elizabeth St,4,h,S,Jellis,22/07/2017,14.3,3109.0,2.0,Manningham City Council,Eastern Metropolitan,10999.0
Doncaster East,30A Renshaw St,4,t,VB,Noel,22/07/2017,14.3,3109.0,2.0,Manningham City Council,Eastern Metropolitan,10999.0
Doncaster East,2/14 Talford St,3,u,SN,Parkes,22/07/2017,14.3,3109.0,2.0,Manningham City Council,Eastern Metropolitan,10999.0
Donvale,49 Lisbeth Av,3,h,SA,Fletchers,22/07/2017,16.1,3111.0,1.0,Manningham City Council,Eastern Metropolitan,4790.0
Donvale,66 Lisbeth Av,3,h,PI,Philip,22/07/2017,16.1,3111.0,2.0,Manningham City Council,Eastern Metropolitan,4790.0
Doreen,58 Cathedral Ri,4,h,S,Morrison,22/07/2017,25.9,3754.0,2.0,Nillumbik Shire Council,Northern Victoria,7254.0
Doveton,33 Kanooka Gr,2,h,S,C21,22/07/2017,28.8,3177.0,2.0,Casey City Council,South-Eastern Metropolitan,3533.0
East Melbourne,29/22 Agnes St,2,u,SP,Caine,22/07/2017,1.3,3002.0,1.0,Melbourne City Council,Northern Metropolitan,3040.0
East Melbourne,205/30 St Andrews Pl,1,u,S,Kay,22/07/2017,1.3,3002.0,1.0,Melbourne City Council,Northern Metropolitan,3040.0
Edithvale,9a Ivan Av,2,u,S,O'Brien,22/07/2017,27.0,3196.0,2.0,Kingston City Council,South-Eastern Metropolitan,2546.0
Elsternwick,16 Allison Rd,3,h,S,Biggin,22/07/2017,7.2,3185.0,2.0,Glen Eira City Council,Southern Metropolitan,4898.0
Elsternwick,4/49 Seymour Rd,3,t,S,Biggin,22/07/2017,7.2,3185.0,2.0,Glen Eira City Council,Southern Metropolitan,4898.0
Eltham,1/1326 Main Rd,3,t,SP,Nelson,22/07/2017,18.0,3095.0,2.0,Banyule City Council,Eastern Metropolitan,6990.0
Elwood,11 Byron St,2,h,SN,Morleys,22/07/2017,7.2,3184.0,0.0,Port Phillip City Council,Southern Metropolitan,8989.0
Elwood,1/3 Greig Ct,2,u,S,McGrath,22/07/2017,7.2,3184.0,1.0,Port Phillip City Council,Southern Metropolitan,8989.0
Elwood,7/59 Ormond Rd,2,u,S,McGrath,22/07/2017,7.2,3184.0,1.0,Port Phillip City Council,Southern Metropolitan,8989.0
Elwood,4/6 Pine Av,2,u,S,Biggin,22/07/2017,7.2,3184.0,1.0,Port Phillip City Council,Southern Metropolitan,8989.0
Epping,13 Anglers Dr,4,h,S,Stockdale,22/07/2017,19.6,3076.0,2.0,Whittlesea City Council,Northern Metropolitan,10926.0
Epping,111 Duffy St,3,h,SP,hockingstuart,22/07/2017,19.6,3076.0,1.0,Whittlesea City Council,Northern Metropolitan,10926.0
Epping,54 McDonalds Rd,3,h,SN,Barry,22/07/2017,19.6,3076.0,2.0,Whittlesea City Council,Northern Metropolitan,10926.0
Epping,26 Paul Cr,4,h,PI,Harcourts,22/07/2017,19.6,3076.0,2.0,Whittlesea City Council,Northern Metropolitan,10926.0
Epping,6 Shields St,3,h,S,hockingstuart,22/07/2017,19.6,3076.0,2.0,Whittlesea City Council,Northern Metropolitan,10926.0
Essendon,15 Robb St,3,h,S,Nelson,22/07/2017,7.5,3040.0,1.0,Moonee Valley City Council,Western Metropolitan,9264.0
Essendon,6/10 Violet St,1,u,S,Nelson,22/07/2017,7.5,3040.0,1.0,Moonee Valley City Council,Western Metropolitan,9264.0
Essendon North,18 Royal Av,3,h,S,Jellis,22/07/2017,8.2,3041.0,2.0,Moonee Valley City Council,Western Metropolitan,1308.0
Fawkner,115 Lorne St,2,h,PI,Stockdale,22/07/2017,13.1,3060.0,1.0,Hume City Council,Northern Metropolitan,5070.0
Ferntree Gully,7 Austin St,3,h,SP,Stockdale,22/07/2017,24.8,3156.0,2.0,Knox City Council,Eastern Metropolitan,10788.0
Fitzroy,201 Gore St,6,h,S,Nelson,22/07/2017,2.1,3065.0,2.0,Yarra City Council,Northern Metropolitan,5825.0
Fitzroy North,2 Eastham St,3,h,PI,Fletchers,22/07/2017,3.6,3068.0,1.0,Moreland City Council,Northern Metropolitan,6244.0
Flemington,15/60 Farnham St,2,u,SP,Nelson,22/07/2017,3.4,3031.0,1.0,Melbourne City Council,Northern Metropolitan,3593.0
Footscray,107/250 Barkly St,2,u,PI,McGrath,22/07/2017,5.1,3011.0,1.0,Maribyrnong City Council,Western Metropolitan,7570.0
Footscray,16 Creswick St,3,h,PI,Sweeney,22/07/2017,5.1,3011.0,3.0,Maribyrnong City Council,Western Metropolitan,7570.0
Footscray,15 Greer St,4,h,SA,Nelson,22/07/2017,5.1,3011.0,1.0,Maribyrnong City Council,Western Metropolitan,7570.0
Footscray,12 Jerrold St,4,h,S,Sweeney,22/07/2017,5.1,3011.0,3.0,Maribyrnong City Council,Western Metropolitan,7570.0
Forest Hill,2/66 Mahoneys Rd,3,h,S,hockingstuart,22/07/2017,15.4,3131.0,1.0,Whitehorse City Council,Eastern Metropolitan,4385.0
Forest Hill,19 Victor Cr,3,h,S,McGrath,22/07/2017,15.4,3131.0,1.0,Whitehorse City Council,Eastern Metropolitan,4385.0
Frankston,63 Dalpura Cct,3,h,PI,Barry,22/07/2017,38.0,3199.0,7.0,Frankston City Council,South-Eastern Metropolitan,17055.0
Frankston,10 Yuluma Ct,4,h,S,Eview,22/07/2017,38.0,3199.0,2.0,Frankston City Council,South-Eastern Metropolitan,17055.0
Frankston North,54 Moreton St,3,h,PI,Barry,22/07/2017,36.9,3200.0,5.0,Frankston City Council,Eastern Victoria,2500.0
Frankston South,18 Blaxland Av,3,h,S,hockingstuart,22/07/2017,38.0,3199.0,1.0,Frankston City Council,South-Eastern Metropolitan,7566.0
Frankston South,8 Jinchilla Av,5,h,SN,Barry,22/07/2017,38.0,3199.0,2.0,Frankston City Council,South-Eastern Metropolitan,7566.0
Gladstone Park,124 Carrick Dr,3,h,S,Barry,22/07/2017,12.9,3043.0,1.0,Hume City Council,Western Metropolitan,3285.0
Gladstone Park,11 Leura Ct,3,h,SP,Barry,22/07/2017,12.9,3043.0,2.0,Hume City Council,Western Metropolitan,3285.0
Glen Iris,2/10 Osborne Av,2,u,VB,hockingstuart,22/07/2017,7.3,3146.0,1.0,Boroondara City Council,Southern Metropolitan,10412.0
Glen Iris,8/12 Osborne Av,2,u,S,Marshall,22/07/2017,7.3,3146.0,1.0,Boroondara City Council,Southern Metropolitan,10412.0
Glen Waverley,2/51 Avonhurst Dr,2,u,S,Harcourts,22/07/2017,16.7,3150.0,1.0,Monash City Council,Eastern Metropolitan,15321.0
Glen Waverley,24 Diamond Av,5,h,SN,Ray,22/07/2017,16.7,3150.0,1.0,Monash City Council,Eastern Metropolitan,15321.0
Glen Waverley,2/11 Kinnoull Gr,3,u,PI,Harcourts,22/07/2017,16.7,3150.0,2.0,Monash City Council,Eastern Metropolitan,15321.0
Glen Waverley,1/6 Kirstina Rd,2,u,PI,Harcourts,22/07/2017,16.7,3150.0,1.0,Monash City Council,Eastern Metropolitan,15321.0
Glen Waverley,32 Maylands Cr,5,h,S,Ray,22/07/2017,16.7,3150.0,3.0,Monash City Council,Eastern Metropolitan,15321.0
Glen Waverley,2/40 The Outlook,4,u,PI,Barry,22/07/2017,16.7,3150.0,2.0,Monash City Council,Eastern Metropolitan,15321.0
Glen Waverley,25 Walter St,3,h,S,Ray,22/07/2017,16.7,3150.0,1.0,Monash City Council,Eastern Metropolitan,15321.0
Glen Waverley,2 Wattletree Ct,5,h,S,Barry,22/07/2017,16.7,3150.0,2.0,Monash City Council,Eastern Metropolitan,15321.0
Glen Waverley,2/32 Wilson Rd,3,u,PI,McGrath,22/07/2017,16.7,3150.0,2.0,Monash City Council,Eastern Metropolitan,15321.0
Glenroy,4/39 Clovelly Av,2,u,S,Biggin,22/07/2017,11.2,3046.0,2.0,Moreland City Council,Northern Metropolitan,8870.0
Glenroy,8 Granville St,3,h,SP,Stockdale,22/07/2017,11.2,3046.0,5.0,Moreland City Council,Northern Metropolitan,8870.0
Glenroy,3/42 Harold St,2,u,S,Nelson,22/07/2017,11.2,3046.0,1.0,Moreland City Council,Northern Metropolitan,8870.0
Glenroy,3/36 Isla Av,3,u,SP,Brad,22/07/2017,11.2,3046.0,2.0,Moreland City Council,Northern Metropolitan,8870.0
Greensborough,23 Bullanoo Ct,3,h,S,Buckingham,22/07/2017,16.1,3088.0,2.0,Banyule City Council,Northern Metropolitan,8524.0
