,clarity,price,cut_Fair,cut_Good,cut_Ideal,cut_Premium,cut_Very Good,color_D,color_E,color_F,color_G,color_H,color_I,color_J,carat,depth,table,x,y,z
5201,3,658,0,0,0,0,1,0,1,0,0,0,0,0,-1.0573045499010736,0.028836499904970444,0.24475918442414724,-1.3213088399501292,-1.3145083700078803,-1.298984825357766
5202,3,11032,0,0,0,1,0,0,0,0,1,0,0,0,1.3762096991045787,-1.549246363443389,1.5997688054818129,1.486552634258057,1.423031011449291,1.207825827567081
5203,3,489,0,0,0,0,1,0,0,0,0,1,0,0,-1.0359579336817257,-1.4120217666304862,1.5997688054818129,-1.2043146118581216,-1.1876025708674818,-1.3134750603457712
5204,3,5306,0,0,0,1,0,0,0,0,0,0,1,0,0.6290781314274051,-1.137572573004685,0.6964290581100357,0.9105810498050961,0.851954915317497,0.7151578379749147
5205,7,4596,0,0,1,0,0,0,0,1,0,0,0,0,-0.07536020381107339,-1.4806340650369376,0.24475918442414724,0.199616125245972,0.20836121967690371,0.019626558550679133
5206,3,746,0,0,0,1,0,0,0,1,0,0,0,0,-0.9078782363656387,-0.7945110809724326,0.24475918442414724,-0.9883252676882609,-0.9609850724024842,-1.0381605955736783
5207,3,2112,0,0,1,0,0,0,1,0,0,0,0,0,-0.4169060633206387,0.1660610967178734,-0.6585805629476299,-0.2953594551432914,-0.2720678770688915,-0.2556879062214138
5208,3,1581,0,0,0,1,0,0,1,0,0,0,0,0,-0.6303722255141169,-0.7258987825659812,0.6964290581100357,-0.5563465793485396,-0.5440088752268886,-0.6179437809215362
5209,6,789,0,0,1,0,0,0,0,0,1,0,0,0,-1.0573045499010736,0.37189799193722295,-1.1102504366335184,-1.2943101719288965,-1.2873142701920812,-1.2410238854057463
5210,3,1787,0,0,1,0,0,1,0,0,0,0,0,0,-0.6090256092947691,-0.10838809690792763,-0.6585805629476299,-0.5203483553202294,-0.507750075472489,-0.5165121360055015
5211,1,372,0,0,1,0,0,0,0,0,0,0,1,0,-1.0359579336817257,0.1660610967178734,-1.5167533229508174,-1.2673115039076637,-1.2510554704376815,-1.2265336504177418
5212,2,9177,0,0,0,1,0,0,0,0,0,0,1,0,1.5256360126400137,-0.03977579850147615,1.1480989317959243,1.387557518180204,1.4320957113878907,1.3961988824111446
5213,6,15686,0,0,0,1,0,1,0,0,0,0,0,0,0.8638909098402309,0.23467339512432486,0.6964290581100357,-5.155119698965152,-5.19419994372864,-5.124406862191059
5214,4,2970,0,0,0,0,1,0,0,0,1,0,0,0,-0.16074666868846477,-0.7945110809724326,-0.6585805629476299,0.10062100916811899,0.12677892022950468,0.019626558550679133
5215,6,571,0,0,0,1,0,0,0,0,0,0,1,0,-1.0359579336817257,-0.5200618873466316,0.24475918442414724,-1.2583119479005864,-1.2147966706832818,-1.2700043553817562
5216,3,642,0,0,1,0,0,0,1,0,0,0,0,0,-1.0359579336817257,0.30328569353077633,-1.1102504366335184,-1.2673115039076637,-1.241990770499081,-1.2120434154297366
5217,6,1114,0,0,0,1,0,0,0,0,1,0,0,0,-0.9932647012430299,-0.38283729053372867,1.1480989317959243,-1.1593168318227334,-1.1876025708674818,-1.1975531804417319
5218,1,924,0,0,1,0,0,0,0,0,0,0,0,1,-0.5876789930754213,-0.10838809690792763,-1.1102504366335184,-0.5113487993131521,-0.48962067559528866,-0.502021901017497
5219,2,3091,0,0,0,1,0,0,1,0,0,0,0,0,0.010026261066317996,0.783571782375927,1.1480989317959243,0.14561878920350643,0.12677892022950468,0.2369800833707531
5220,5,2167,1,0,0,0,0,0,0,0,1,0,0,0,-0.4169060633206387,-2.647043137946598,4.309788047597144,-0.06137099895927611,-0.23580907731449188,-0.4440609610654773
5221,3,2537,0,0,1,0,0,0,0,0,1,0,0,0,-0.18209328490781262,-0.10838809690792763,-1.1102504366335184,0.01062544909734411,0.04519662078210566,0.019626558550679133
5222,3,1654,0,0,1,0,0,0,1,0,0,0,0,0,-0.48094591197868225,0.23467339512432486,-1.1102504366335184,-0.3583563471928343,-0.32645607670049065,-0.31364884617343347
5223,2,5324,0,0,0,0,1,0,0,0,0,0,1,0,0.8852375260595787,0.23467339512432486,-0.6585805629476299,0.9285801618192507,1.0785724137824946,1.033943007711022
5224,4,1153,0,0,0,1,0,0,1,0,0,0,0,0,-0.8224917714882474,-0.7945110809724326,0.6964290581100357,-0.8353328155679431,-0.8703380730164855,-0.922238715669639
5225,4,8629,0,0,1,0,0,0,1,0,0,0,0,0,0.500998434111318,0.09744879831142192,-0.20691068926174133,0.6585934816069253,0.6434668167296996,0.6716871330108998
5226,4,5107,0,0,0,1,0,0,0,0,0,0,0,1,0.8638909098402309,-1.8236955570691902,1.5997688054818129,1.1445695059891114,1.0967018136596949,0.8455699528669587
5227,5,802,0,0,1,0,0,0,0,0,0,1,0,0,-1.0359579336817257,0.37189799193722295,-1.1102504366335184,-1.222313723872276,-1.241990770499081,-1.1830629454537267
5228,6,620,0,0,0,0,1,0,0,1,0,0,0,0,-1.121344398559117,0.1660610967178734,0.24475918442414724,-1.3933052880067494,-1.3779612695780799,-1.3569457653097856
5229,5,982,0,0,0,1,0,0,0,0,1,0,0,0,-0.8438383877075951,-1.4120217666304862,0.24475918442414724,-0.8533319275820977,-0.8431439732006856,-0.9801996556216587
5230,1,4452,0,0,1,0,0,0,0,0,0,1,0,0,0.5650382827693615,-1.6178586618498405,-0.20691068926174133,0.8475841577555532,0.8156961155630974,0.5992359580708755
5231,1,2782,0,0,0,0,1,1,0,0,0,0,0,0,-0.09670682003042123,0.9207963791888298,0.24475918442414724,0.04662367312565422,-0.0001268789108937107,0.1355484384547184
5232,3,2822,0,0,0,1,0,0,0,1,0,0,0,0,-0.20343990112716046,-0.7945110809724326,0.24475918442414724,0.06462278513980887,-0.009191578849494229,-0.06731485137734967
5233,3,1353,0,0,1,0,0,0,0,0,0,1,0,0,-0.5663323768560734,0.23467339512432486,-1.561920310319407,-0.4663510192777647,-0.45336187584088905,-0.4295707260774721
5234,2,5218,0,0,1,0,0,0,0,0,0,0,1,0,0.8852375260595787,0.4405102903436744,-1.1102504366335184,0.9735779418546382,0.9516666146420963,1.0194527727230176
5235,4,4064,0,0,1,0,0,0,0,0,0,1,0,0,0.22349242325979624,-0.38283729053372867,-0.20691068926174133,0.4966014734795302,0.4621728179577013,0.4253531382148166
5236,3,3539,0,0,0,0,1,0,1,0,0,0,0,0,-0.01132035515302985,0.6463471855630288,-0.6585805629476299,0.10962056517519632,0.1358436201681044,0.20799961339474327
5237,7,892,0,0,1,0,0,0,0,1,0,0,0,0,-1.0573045499010736,-0.5886741857530831,-0.6585805629476299,-1.2673115039076637,-1.2510554704376815,-1.298984825357766
5238,3,3911,0,0,0,0,1,0,1,0,0,0,0,0,-0.054013587591725545,-0.9317356777853356,0.24475918442414724,0.19061656923889467,0.2536847193699031,0.10656796847870859
5239,1,2853,0,0,1,0,0,1,0,0,0,0,0,0,-0.01132035515302985,0.7149594839694754,-0.20691068926174133,0.15461834521058457,0.10864952035230446,0.22248984838274785
5240,2,1378,0,0,0,0,1,0,0,0,0,1,0,0,-0.4169060633206387,-0.9317356777853356,2.50310855285359,-0.25036167510790397,-0.290197276946091,-0.3716097861254531
5241,2,471,0,0,0,0,1,0,0,1,0,0,0,0,-1.0573045499010736,-1.000347976191787,1.5997688054818129,-1.2763110599147418,-1.2601201703762812,-1.342455530321781
5242,2,2817,0,0,1,0,0,0,1,0,0,0,0,0,-0.18209328490781262,-0.31422499212728205,-1.1102504366335184,0.03762411711857609,-0.009191578849494229,-0.023844146413335272
5243,1,477,0,0,1,0,0,1,0,0,0,0,0,0,-1.0146113174623779,0.5777348871565774,-0.6585805629476299,-1.2133141678651989,-1.2057319707446814,-1.1395922404897123
5244,5,16716,0,0,0,0,1,0,0,1,0,0,0,0,1.5256360126400137,0.09744879831142192,0.24475918442414724,1.4145561862014369,1.477419211080891,1.4541598223631642
5245,7,853,0,0,1,0,0,0,0,0,1,0,0,0,-1.0359579336817257,-0.10838809690792763,-1.561920310319407,-1.2313132798793536,-1.2057319707446814,-1.2120434154297366
5246,2,2474,0,0,0,0,1,0,1,0,0,0,0,0,-0.16074666868846477,0.5777348871565774,0.6964290581100357,-0.06137099895927611,-0.01825627878809394,0.03411679353868436
5247,1,2640,0,1,0,0,0,0,1,0,0,0,0,0,0.010026261066317996,-2.784267734759496,3.406448300225367,0.3616081333733671,0.3171376189401027,-0.023844146413335272
5248,1,6129,1,0,0,0,0,0,0,0,0,1,0,0,1.5469826288593616,2.1558177505049416,0.24475918442414724,1.2885624021023518,1.2689311124930926,1.5990621722432126
5249,3,1883,0,0,0,1,0,0,1,0,0,0,0,0,-0.43825267953998653,0.37189799193722295,-1.1102504366335184,-0.26836078712205946,-0.3083266768232912,-0.2411976712334086
5250,1,2461,0,0,0,1,0,0,0,1,0,0,0,0,0.24483903947914407,-0.8631233793788841,0.6964290581100357,0.4336045814299873,0.41684931826470195,0.30943125831077734
5251,4,3710,0,0,1,0,0,0,0,1,0,0,0,0,-0.18209328490781262,0.028836499904970444,-1.1102504366335184,-0.016373218923888672,-0.0001268789108937107,0.005136323562674545
5252,3,7803,0,0,0,0,1,0,0,1,0,0,0,0,0.7785044449628395,-1.0689602745982336,2.50310855285359,0.9555788298404835,0.879149015133297,0.7731187779269344
5253,2,4213,1,0,0,0,0,0,1,0,0,0,0,0,0.43695858545327443,-2.5098185411336953,2.50310855285359,0.7845872657060103,0.7159844162384981,0.3963726682388068
5254,3,11963,0,0,1,0,0,0,0,0,0,0,1,0,1.7817954072721873,0.028836499904970444,-0.6585805629476299,1.6485446423854522,1.6859073096686883,1.6570231121952324
5255,2,700,0,1,0,0,0,0,0,0,0,1,0,0,-0.8011451552688996,0.9894086775952813,0.24475918442414724,-0.8623314835891759,-0.8522086731392853,-0.7483558958135801
5256,3,1622,0,0,1,0,0,0,0,0,1,0,0,0,-0.43825267953998653,0.783571782375927,-0.6585805629476299,-0.34035723517867966,-0.3627148764548903,-0.2556879062214138
5257,3,781,0,0,1,0,0,1,0,0,0,0,0,0,-0.9932647012430299,0.09744879831142192,-0.6585805629476299,-1.1773159438368888,-1.1694731709902817,-1.1540824754777168
5258,5,1187,0,0,0,0,1,0,1,0,0,0,0,0,-0.8224917714882474,0.7149594839694754,-1.561920310319407,-0.9073292636245633,-0.8703380730164855,-0.8063168357655998
5259,6,8623,0,0,1,0,0,0,0,0,1,0,0,0,0.5436916665500137,-1.137572573004685,-0.20691068926174133,0.7665881536918556,0.8156961155630974,0.6282164280468853
5260,1,11416,0,0,0,0,1,0,0,0,0,1,0,0,2.272767580317188,0.37189799193722295,-0.20691068926174133,1.8825330985694684,1.9215895080722858,1.9468278119553304
5261,7,3827,0,0,0,0,1,1,0,0,0,0,0,0,-0.5663323768560734,-1.3434094682240396,1.1480989317959243,-0.4573514632706873,-0.4080383761478897,-0.5744730759575212
5262,3,6340,0,0,1,0,0,0,0,0,1,0,0,0,0.4583052016726223,0.4405102903436744,-0.20691068926174133,0.5955965895573824,0.5709492172209003,0.6427066630348899
5263,2,969,0,0,1,0,0,0,0,1,0,0,0,0,-0.8224917714882474,0.783571782375927,-0.6585805629476299,-0.8983297076174852,-0.9247262726480846,-0.8208070707536043
5264,1,2164,1,0,0,0,0,0,0,1,0,0,0,0,-0.13940005246911694,-1.7550832586627387,2.9547784265394785,0.1726174572247392,0.09052012047510503,-0.08180508636535491
5265,6,917,0,0,1,0,0,0,1,0,0,0,0,0,-0.9932647012430299,0.09744879831142192,-1.561920310319407,-1.1683163878298115,-1.160408471051682,-1.1395922404897123
5266,3,844,0,0,0,1,0,0,1,0,0,0,0,0,-1.0573045499010736,0.783571782375927,0.24475918442414724,-1.3393079519642839,-1.3688965696394801,-1.2700043553817562
5267,3,854,0,0,1,0,0,0,0,1,0,0,0,0,-0.9932647012430299,0.37189799193722295,-0.6585805629476299,-1.150317275815656,-1.1966672708060817,-1.1251020055017078
5268,2,10519,0,0,0,1,0,0,0,0,0,1,0,0,1.5256360126400137,-0.7945110809724326,0.6964290581100357,1.5495495263076,1.5227427107738902,1.3961988824111446
5269,1,3662,0,0,0,1,0,0,1,0,0,0,0,0,0.22349242325979624,-0.31422499212728205,1.1480989317959243,0.3976063574016772,0.4531081180191016,0.38188243325080157
5270,4,7465,0,0,1,0,0,0,0,1,0,0,0,0,0.4583052016726223,-0.31422499212728205,-0.20691068926174133,0.6405943695927706,0.6706609165454988,0.6137261930588801
5271,6,2081,0,0,0,1,0,0,0,1,0,0,0,0,-0.6303722255141169,-0.4514495889401801,-1.1102504366335184,-0.5203483553202294,-0.5440088752268886,-0.5744730759575212
5272,1,2393,0,0,0,1,0,0,0,1,0,0,0,0,-0.13940005246911694,-1.549246363443389,2.0514386791677013,0.14561878920350643,0.09958482041370474,-0.06731485137734967
5273,4,1616,0,0,0,0,1,0,1,0,0,0,0,0,-0.6730654579528126,-1.8236955570691902,2.0514386791677013,-0.5293479113273075,-0.4986853755338892,-0.7048851908495657
5274,1,507,0,0,0,1,0,1,0,0,0,0,0,0,-0.9719180850236822,-0.7945110809724326,1.1480989317959243,-1.1233186077944233,-1.0878908715428826,-1.1685727104657222
5275,4,419,0,0,1,0,0,0,0,1,0,0,0,0,-1.1853842472171605,-0.31422499212728205,-0.6585805629476299,-1.5552972961341445,-1.541125868472878,-1.5598090551418544
5276,2,4476,0,0,1,0,0,0,0,0,0,1,0,0,0.47965181789197014,-0.10838809690792763,-0.6585805629476299,0.7035912616423128,0.7431785160542981,0.7006676029869089
5277,4,858,0,0,1,0,0,0,1,0,0,0,0,0,-0.9078782363656387,-0.10838809690792763,-1.561920310319407,-1.0153239357094936,-0.9791144722796836,-0.9801996556216587
5278,0,3977,0,1,0,0,0,1,0,0,0,0,0,0,0.9279307584982744,1.3324701696275338,0.24475918442414724,0.8925819377909406,0.960731314580696,1.1063941826510464
5279,3,3164,0,0,1,0,0,0,0,0,0,1,0,0,-0.13940005246911694,-0.5200618873466316,-0.6585805629476299,0.09162145316104166,0.1358436201681044,0.04860702852668895
5280,6,1114,0,0,1,0,0,0,0,1,0,0,0,0,-1.0573045499010736,0.4405102903436744,-0.6585805629476299,-1.2763110599147418,-1.3145083700078803,-1.2410238854057463
5281,2,523,0,0,1,0,0,0,0,0,0,0,1,0,-1.0359579336817257,0.6463471855630288,-0.6585805629476299,-1.249312391893509,-1.296378970130681,-1.1975531804417319
5282,3,3299,0,0,1,0,0,1,0,0,0,0,0,0,-0.18209328490781262,-0.1770003953143791,-1.1102504366335184,0.019625005104421438,0.05426132072070537,0.019626558550679133
5283,2,5701,0,0,0,0,1,0,0,1,0,0,0,0,0.47965181789197014,1.3324701696275338,-0.6585805629476299,0.550598809521995,0.6162727169138996,0.7586285429389286
5284,1,5426,0,0,1,0,0,1,0,0,0,0,0,0,0.47965181789197014,-0.03977579850147615,0.24475918442414724,0.6135957015715379,0.688790316422699,0.6427066630348899
5285,3,828,0,0,0,1,0,0,0,1,0,0,0,0,-1.0146113174623779,-0.7945110809724326,0.6964290581100357,-1.1593168318227334,-1.2057319707446814,-1.2410238854057463
5286,2,4133,0,1,0,0,0,0,0,0,0,0,1,0,0.650424747646753,0.9207963791888298,1.5997688054818129,0.6855921496281581,0.7522432159928978,0.8455699528669587
5287,2,6888,0,0,0,1,0,0,0,0,0,0,1,0,1.5042893964206658,0.37189799193722295,0.24475918442414724,1.4415548542226697,1.3505134119404918,1.4396695873751595
5288,3,7413,0,0,1,0,0,0,0,0,1,0,0,0,0.7998510611821874,0.1660610967178734,-0.6585805629476299,0.8835823817838633,0.9154078148876966,0.9180211278069829
5289,3,3234,0,0,1,0,0,1,0,0,0,0,0,0,-0.18209328490781262,-0.24561269372083058,-0.6585805629476299,0.01062544909734411,0.05426132072070537,0.005136323562674545
5290,2,675,0,0,0,1,0,0,1,0,0,0,0,0,-1.0573045499010736,-1.2061848714111365,1.1480989317959243,-1.2133141678651989,-1.241990770499081,-1.3279652953337757
5291,6,1061,0,0,1,0,0,0,0,1,0,0,0,0,-1.0146113174623779,-0.4514495889401801,-0.6585805629476299,-1.150317275815656,-1.1876025708674818,-1.1975531804417319
5292,2,432,0,0,0,0,1,0,0,0,0,1,0,0,-1.0573045499010736,0.5091225887501258,-0.20691068926174133,-1.3303083959572066,-1.3054436700692806,-1.2555141203937517
5293,0,6494,0,0,0,1,0,0,1,0,0,0,0,0,1.5256360126400137,-1.8923078554756416,2.0514386791677013,1.51355130227929,1.477419211080891,1.1933355925790765
5294,3,644,0,0,0,0,1,0,0,0,1,0,0,0,-1.0573045499010736,1.195245572814631,0.6964290581100357,-1.3573070639784393,-1.4142200693324796,-1.2700043553817562
5295,1,1332,0,0,1,0,0,0,0,1,0,0,0,0,-0.4595992957593344,0.1660610967178734,-0.20691068926174133,-0.34035723517867966,-0.37177957639349,-0.32813908116143803
5296,1,1141,0,1,0,0,0,0,1,0,0,0,0,0,-0.5663323768560734,1.1266332744081795,-0.6585805629476299,-0.5113487993131521,-0.4986853755338892,-0.3716097861254531
5297,7,597,0,1,0,0,0,0,1,0,0,0,0,0,-1.1426910147784648,-1.4806340650369376,1.5997688054818129,-1.438303068042137,-1.4232847692710793,-1.545318820153849
5298,3,1033,0,0,1,0,0,1,0,0,0,0,0,0,-0.9719180850236822,-0.24561269372083058,-0.6585805629476299,-1.0783208277590357,-1.1150849713586826,-1.1106117705137024
5299,1,594,0,0,1,0,0,0,0,0,1,0,0,0,-0.9932647012430299,-1.0689602745982336,-0.20691068926174133,-1.1053194957802686,-1.1422790711744826,-1.2120434154297366
5300,6,3125,0,0,1,0,0,0,1,0,0,0,0,0,-0.5876789930754213,0.028836499904970444,-1.1102504366335184,-0.475350575284842,-0.48962067559528866,-0.47304143104148716
5301,5,868,0,0,0,0,1,0,0,0,1,0,0,0,-0.8438383877075951,-0.7945110809724326,0.6964290581100357,-0.8893301516104078,-0.8431439732006856,-0.9367289506576436
5302,3,1289,0,1,0,0,0,0,0,0,0,1,0,0,-0.5876789930754213,1.3324701696275338,-1.561920310319407,-0.574345691362695,-0.5530735751654883,-0.4150804910894675
5303,3,680,0,0,0,0,1,0,1,0,0,0,0,0,-1.0359579336817257,-0.10838809690792763,0.6964290581100357,-1.2673115039076637,-1.2510554704376815,-1.2555141203937517
5304,2,12379,0,0,1,0,0,0,0,1,0,0,0,0,1.7177555586141442,0.30328569353077633,-1.1102504366335184,1.5675486383217547,1.6043250102212894,1.6135524072312184
5305,6,11155,0,0,0,1,0,0,0,0,0,0,1,0,1.5042893964206658,0.4405102903436744,1.1480989317959243,1.4325552982155922,1.4139663115106913,1.4831402923391734
5306,2,715,0,0,1,0,0,1,0,0,0,0,0,0,-1.0146113174623779,-0.1770003953143791,-0.6585805629476299,-1.186315499843966,-1.1694731709902817,-1.1830629454537267
5307,6,1017,0,0,1,0,0,0,0,0,0,1,0,0,-0.8438383877075951,0.30328569353077633,-1.1102504366335184,-0.925328375638718,-0.8884674728936849,-0.8642777757176193
5308,3,2400,0,0,0,0,1,0,0,1,0,0,0,0,-0.20343990112716046,-1.960920153882093,-0.20691068926174133,0.05562322913273155,0.10864952035230446,-0.15425626130537914
5309,3,1009,0,1,0,0,0,1,0,0,0,0,0,0,-0.7584519228302039,1.2638578712210824,-0.6585805629476299,-0.8263332595608658,-0.8068851734462859,-0.6759047208735559
5310,1,2749,0,0,1,0,0,0,0,0,1,0,0,0,0.010026261066317996,0.30328569353077633,-0.6585805629476299,0.199616125245972,0.16303771998390434,0.22248984838274785
5311,2,16842,0,0,0,0,1,0,0,0,0,0,0,1,3.6602976345747957,1.4010824680339804,-1.1102504366335184,2.5035024630578167,2.6014420034672785,2.7872614412596146
5312,2,683,0,0,0,0,1,0,0,0,0,1,0,0,-0.8224917714882474,0.783571782375927,0.24475918442414724,-0.9073292636245633,-0.9065968727708843,-0.8208070707536043
5313,4,6785,0,0,0,0,1,0,0,1,0,0,0,0,0.47965181789197014,-0.31422499212728205,0.6964290581100357,0.649593925599848,0.7069197162998984,0.6282164280468853
5314,2,3669,0,1,0,0,0,0,0,0,1,0,0,0,0.22349242325979624,1.3324701696275338,0.24475918442414724,0.35260857736628975,0.3262023188787024,0.512294548142846
5315,2,2110,0,0,1,0,0,0,0,0,0,0,1,0,-0.20343990112716046,0.09744879831142192,0.24475918442414724,-0.06137099895927611,-0.045450378603893886,-0.0383343814013405
5316,2,772,0,0,0,1,0,0,0,0,1,0,0,0,-0.7584519228302039,0.09744879831142192,0.24475918442414724,-0.8083341475467103,-0.779691073630486,-0.7773363657895899
5317,1,1819,0,0,0,1,0,1,0,0,0,0,0,0,-0.2674797497852038,0.783571782375927,-0.6585805629476299,-0.07037055496635344,-0.1179679781126932,0.005136323562674545
5318,2,574,0,0,0,1,0,0,0,0,1,0,0,0,-1.0573045499010736,-1.137572573004685,2.0514386791677013,-1.222313723872276,-1.2510554704376815,-1.3279652953337757
5319,2,3991,1,0,0,0,0,0,0,1,0,0,0,0,0.4583052016726223,3.4594514202274955,1.1480989317959243,0.4336045814299873,0.36246111863310204,0.8455699528669587
5320,3,5611,0,0,0,1,0,0,0,0,0,1,0,0,0.4583052016726223,0.5091225887501258,0.24475918442414724,0.6135957015715379,0.5437551174051003,0.6427066630348899
5321,2,1424,0,0,1,0,0,0,0,1,0,0,0,0,-0.43825267953998653,0.1660610967178734,-2.0135901840052957,-0.31335856715744687,-0.2720678770688915,-0.2701781412094184
5322,2,803,0,0,0,1,0,1,0,0,0,0,0,0,-0.9719180850236822,-1.4806340650369376,0.6964290581100357,-1.0423226037307256,-1.0697614716656831,-1.1830629454537267
5323,1,14351,0,0,0,1,0,0,0,0,0,0,1,0,3.745684099452187,0.783571782375927,0.24475918442414724,2.674494027192289,2.592377303528679,2.758280971283605
5324,3,2364,0,0,1,0,0,1,0,0,0,0,0,0,-0.3955594471012909,-0.10838809690792763,-0.6585805629476299,-0.24136211910082667,-0.21767967743729166,-0.2411976712334086
5325,5,741,0,0,1,0,0,0,0,1,0,0,0,0,-1.0146113174623779,0.23467339512432486,-0.6585805629476299,-1.1953150558510435,-1.1513437711130823,-1.1395922404897123
5326,0,4939,1,0,0,0,0,0,0,0,0,1,0,0,1.5042893964206658,3.3222268234145926,-1.561920310319407,1.1895672860244988,1.1601547132298937,1.6570231121952324
5327,3,972,0,0,1,0,0,1,0,0,0,0,0,0,-1.0146113174623779,0.23467339512432486,-0.6585805629476299,-1.1683163878298115,-1.2147966706832818,-1.1540824754777168
5328,4,1297,0,0,1,0,0,0,0,0,0,0,1,0,-0.5236391444173777,0.5091225887501258,-0.20691068926174133,-0.48435013129191934,-0.4352324759636896,-0.4005902561014629
5329,3,4173,0,0,1,0,0,0,0,0,0,1,0,0,0.22349242325979624,-0.10838809690792763,-0.20691068926174133,0.3976063574016772,0.5074963176507007,0.4398433732028212
5330,4,802,0,0,1,0,0,0,0,0,1,0,0,0,-1.0359579336817257,-0.24561269372083058,-0.6585805629476299,-1.222313723872276,-1.241990770499081,-1.2410238854057463
5331,3,1746,0,0,1,0,0,0,1,0,0,0,0,0,-0.6303722255141169,-0.10838809690792763,-1.1102504366335184,-0.5293479113273075,-0.5802676749812882,-0.5599828409695166
5332,3,786,0,0,1,0,0,0,0,1,0,0,0,0,-0.9292248525849865,-0.8631233793788841,-0.20691068926174133,-1.0063243797024155,-0.9791144722796836,-1.067141065549688
5333,2,1793,0,1,0,0,0,0,1,0,0,0,0,0,-0.3955594471012909,-0.31422499212728205,1.5997688054818129,-0.2953594551432914,-0.26300317713029103,-0.31364884617343347
5334,1,596,0,1,0,0,0,0,0,0,1,0,0,0,-0.8438383877075951,0.9207963791888298,0.6964290581100357,-0.9703261556741054,-0.9337909725866843,-0.8497875407296142
5335,4,2487,0,0,1,0,0,0,0,0,0,1,0,0,-0.18209328490781262,-1.000347976191787,0.6964290581100357,0.019625005104421438,0.05426132072070537,-0.08180508636535491
5336,6,2536,0,0,0,1,0,0,0,0,0,0,1,0,-0.20343990112716046,0.783571782375927,0.24475918442414724,-0.05237144295219878,-0.07264447841969303,0.03411679353868436
5337,3,5451,0,0,1,0,0,0,0,0,0,0,0,1,0.9492773747176223,0.7149594839694754,-0.6585805629476299,0.9915770538687937,0.9697960145192958,1.0774137126750372
5338,1,4751,0,0,0,1,0,0,1,0,0,0,0,0,0.4583052016726223,0.5777348871565774,-0.20691068926174133,0.5595983655290723,0.5437551174051003,0.6282164280468853
5339,4,1177,0,0,1,0,0,0,1,0,0,0,0,0,-0.8011451552688996,-0.7945110809724326,-0.20691068926174133,-0.799334591539633,-0.7887557735690857,-0.8642777757176193
5340,5,827,0,0,0,1,0,0,0,0,0,0,1,0,-0.8224917714882474,-1.274797169817588,0.24475918442414724,-0.8263332595608658,-0.779691073630486,-0.922238715669639
5341,3,9292,0,0,0,1,0,0,1,0,0,0,0,0,0.9065841422789266,0.30328569353077633,-1.1102504366335184,1.0635735019254138,1.015119514212295,1.0774137126750372
5342,4,526,0,0,0,1,0,0,0,0,0,1,0,0,-1.0573045499010736,0.5777348871565774,0.6964290581100357,-1.3213088399501292,-1.296378970130681,-1.2410238854057463
5343,3,878,0,0,0,1,0,0,1,0,0,0,0,0,-0.9292248525849865,0.5091225887501258,0.24475918442414724,-1.0423226037307256,-1.0969555714814831,-1.0091801255976685
5344,1,4752,0,0,1,0,0,1,0,0,0,0,0,0,0.500998434111318,-0.7258987825659812,-1.1102504366335184,0.7215903736564682,0.797566715685898,0.6571968980228952
5345,1,3951,0,0,0,1,0,0,0,0,0,0,0,1,0.8638909098402309,-1.4806340650369376,2.0514386791677013,1.0995717259537239,1.0604430139052952,0.8600601878549632
5346,6,814,0,0,1,0,0,0,0,0,1,0,0,0,-1.0146113174623779,-0.4514495889401801,-1.1102504366335184,-1.150317275815656,-1.133214371235882,-1.1685727104657222
5347,4,1007,0,0,1,0,0,0,0,1,0,0,0,0,-0.8224917714882474,0.09744879831142192,-0.20691068926174133,-0.8983297076174852,-0.8703380730164855,-0.8642777757176193
5348,6,1115,0,0,1,0,0,0,0,0,0,1,0,0,-0.8224917714882474,0.6463471855630288,-1.561920310319407,-0.8443323715750204,-0.861273373077885,-0.7773363657895899
5349,3,16086,0,0,0,0,1,0,0,0,1,0,0,0,1.9312217208076223,-0.10838809690792763,0.24475918442414724,1.7115415344349951,1.7584249091774877,1.7004938171592474
5350,2,1949,0,0,0,0,1,1,0,0,0,0,0,0,-0.374212830881943,-0.31422499212728205,0.24475918442414724,-0.23236256309374934,-0.21767967743729166,-0.2556879062214138
5351,2,4234,0,0,0,0,1,0,0,1,0,0,0,0,0.43695858545327443,0.9207963791888298,0.6964290581100357,0.5056010294866076,0.4440434180805011,0.5992359580708755
5352,5,2933,0,0,0,0,1,1,0,0,0,0,0,0,-0.43825267953998653,-0.7945110809724326,0.6964290581100357,-0.2593612311149813,-0.21767967743729166,-0.32813908116143803
5353,3,3137,0,0,1,0,0,1,0,0,0,0,0,0,-0.18209328490781262,0.37189799193722295,-0.6585805629476299,-0.04337188694512146,-0.009191578849494229,0.019626558550679133
5354,1,15132,0,0,1,0,0,0,0,0,0,0,1,0,2.7423931371428396,0.37189799193722295,-0.6585805629476299,2.188518002810104,2.256983405800483,2.265612981691438
5355,4,1324,0,0,1,0,0,0,0,0,0,0,0,1,-0.4595992957593344,0.09744879831142192,0.24475918442414724,-0.37635545920698976,-0.34458547657769084,-0.34262931614944325
5356,7,810,0,0,0,0,1,0,0,0,0,0,1,0,-1.0573045499010736,1.0580209760017278,-0.6585805629476299,-1.3213088399501292,-1.3779612695780799,-1.2410238854057463
5357,2,1649,0,0,1,0,0,0,1,0,0,0,0,0,-0.6090256092947691,-0.1770003953143791,-1.1102504366335184,-0.4933496872989975,-0.5258794753496884,-0.5165121360055015
